File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD15A2H_006_LaiStdDev_500m_doy2000233_aid0001,LaiStdDev_500m,aid0001,2000-08-20,33981016.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3373,0.388,0.1505,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2000241_aid0001,LaiStdDev_500m,aid0001,2000-08-28,33034412.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3022,0.3728,0.139,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001153_aid0001,LaiStdDev_500m,aid0001,2001-06-02,31292303.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2711,0.3184,0.1014,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001161_aid0001,LaiStdDev_500m,aid0001,2001-06-10,30941310.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2727,0.3177,0.1009,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001185_aid0001,LaiStdDev_500m,aid0001,2001-07-04,32794846.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3199,0.3482,0.1212,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001193_aid0001,LaiStdDev_500m,aid0001,2001-07-12,32702060.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3209,0.3481,0.1212,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001201_aid0001,LaiStdDev_500m,aid0001,2001-07-20,32737515.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3317,0.3566,0.1272,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001209_aid0001,LaiStdDev_500m,aid0001,2001-07-28,32732976.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3242,0.3479,0.121,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001217_aid0001,LaiStdDev_500m,aid0001,2001-08-05,33294455.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3347,0.3629,0.1317,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001225_aid0001,LaiStdDev_500m,aid0001,2001-08-13,33564742.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3249,0.3619,0.1309,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001233_aid0001,LaiStdDev_500m,aid0001,2001-08-21,34012468.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3374,0.3849,0.1481,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2001241_aid0001,LaiStdDev_500m,aid0001,2001-08-29,32693657.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3058,0.3795,0.144,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002153_aid0001,LaiStdDev_500m,aid0001,2002-06-02,33405754.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2939,0.3408,0.1161,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002161_aid0001,LaiStdDev_500m,aid0001,2002-06-10,32706425.0,0.0,2.2,"(0.0,2.2)",0.2973,0.3458,0.1195,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002169_aid0001,LaiStdDev_500m,aid0001,2002-06-18,32906916.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3088,0.3483,0.1213,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002177_aid0001,LaiStdDev_500m,aid0001,2002-06-26,32782901.0,0.0,2.2,"(0.0,2.2)",0.3077,0.3447,0.1188,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002185_aid0001,LaiStdDev_500m,aid0001,2002-07-04,33453821.0,0.0,2.3,"(0.0,2.3000000000000003)",0.333,0.3637,0.1323,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002193_aid0001,LaiStdDev_500m,aid0001,2002-07-12,32733928.0,0.0,2.2,"(0.0,2.2)",0.3203,0.3514,0.1235,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002201_aid0001,LaiStdDev_500m,aid0001,2002-07-20,32397036.0,0.0,2.3,"(0.0,2.3000000000000003)",0.308,0.3403,0.1158,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002209_aid0001,LaiStdDev_500m,aid0001,2002-07-28,33642038.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3363,0.3608,0.1302,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002217_aid0001,LaiStdDev_500m,aid0001,2002-08-05,34011805.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3345,0.3616,0.1307,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002225_aid0001,LaiStdDev_500m,aid0001,2002-08-13,33202817.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3096,0.355,0.126,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002233_aid0001,LaiStdDev_500m,aid0001,2002-08-21,33628286.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3193,0.3718,0.1382,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2002241_aid0001,LaiStdDev_500m,aid0001,2002-08-29,34028090.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3314,0.396,0.1568,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003153_aid0001,LaiStdDev_500m,aid0001,2003-06-02,32589281.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2975,0.3508,0.1231,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003161_aid0001,LaiStdDev_500m,aid0001,2003-06-10,31418019.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2948,0.3341,0.1116,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003169_aid0001,LaiStdDev_500m,aid0001,2003-06-18,33314025.0,0.0,2.2,"(0.0,2.2)",0.322,0.3527,0.1244,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003177_aid0001,LaiStdDev_500m,aid0001,2003-06-26,32570982.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3227,0.3485,0.1215,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003185_aid0001,LaiStdDev_500m,aid0001,2003-07-04,32486209.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3134,0.3436,0.1181,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003193_aid0001,LaiStdDev_500m,aid0001,2003-07-12,33166223.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3299,0.3548,0.1259,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003201_aid0001,LaiStdDev_500m,aid0001,2003-07-20,32564824.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3153,0.3417,0.1167,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003209_aid0001,LaiStdDev_500m,aid0001,2003-07-28,31803956.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2957,0.3298,0.1087,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003217_aid0001,LaiStdDev_500m,aid0001,2003-08-05,31148823.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2812,0.32,0.1024,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003225_aid0001,LaiStdDev_500m,aid0001,2003-08-13,34043679.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3348,0.3714,0.138,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003233_aid0001,LaiStdDev_500m,aid0001,2003-08-21,34220539.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3307,0.3766,0.1419,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2003241_aid0001,LaiStdDev_500m,aid0001,2003-08-29,33098775.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2859,0.3635,0.1321,0.2,0.3,0.1,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004153_aid0001,LaiStdDev_500m,aid0001,2004-06-01,32737039.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2865,0.3279,0.1075,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004161_aid0001,LaiStdDev_500m,aid0001,2004-06-09,31568727.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2769,0.3201,0.1025,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004169_aid0001,LaiStdDev_500m,aid0001,2004-06-17,32578407.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3011,0.3406,0.116,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004177_aid0001,LaiStdDev_500m,aid0001,2004-06-25,31199289.0,0.0,2.2,"(0.0,2.2)",0.289,0.3249,0.1056,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004185_aid0001,LaiStdDev_500m,aid0001,2004-07-03,32027417.0,0.0,2.2,"(0.0,2.2)",0.31,0.3373,0.1138,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004193_aid0001,LaiStdDev_500m,aid0001,2004-07-11,32155688.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3236,0.337,0.1136,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004201_aid0001,LaiStdDev_500m,aid0001,2004-07-19,32637037.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3364,0.3566,0.1272,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004209_aid0001,LaiStdDev_500m,aid0001,2004-07-27,32671033.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3273,0.3466,0.1201,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004217_aid0001,LaiStdDev_500m,aid0001,2004-08-04,33013702.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3302,0.3516,0.1236,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004225_aid0001,LaiStdDev_500m,aid0001,2004-08-12,33093762.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3226,0.3554,0.1263,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004233_aid0001,LaiStdDev_500m,aid0001,2004-08-20,33052555.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3028,0.3493,0.122,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2004241_aid0001,LaiStdDev_500m,aid0001,2004-08-28,33750698.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3218,0.3775,0.1425,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005153_aid0001,LaiStdDev_500m,aid0001,2005-06-02,31652102.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2785,0.318,0.1011,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005161_aid0001,LaiStdDev_500m,aid0001,2005-06-10,31582434.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2816,0.3061,0.0937,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005169_aid0001,LaiStdDev_500m,aid0001,2005-06-18,33096460.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3299,0.3475,0.1208,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005177_aid0001,LaiStdDev_500m,aid0001,2005-06-26,32473721.0,0.0,2.2,"(0.0,2.2)",0.3151,0.3352,0.1124,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005185_aid0001,LaiStdDev_500m,aid0001,2005-07-04,32398614.0,0.0,2.2,"(0.0,2.2)",0.32,0.3374,0.1138,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005193_aid0001,LaiStdDev_500m,aid0001,2005-07-12,31588075.0,0.0,2.1,"(0.0,2.1)",0.3152,0.3332,0.111,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005201_aid0001,LaiStdDev_500m,aid0001,2005-07-20,32970116.0,0.0,2.2,"(0.0,2.2)",0.3339,0.3507,0.123,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005209_aid0001,LaiStdDev_500m,aid0001,2005-07-28,33337706.0,0.0,2.3,"(0.0,2.3000000000000003)",0.342,0.3547,0.1258,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005217_aid0001,LaiStdDev_500m,aid0001,2005-08-05,33337866.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3309,0.3547,0.1258,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005225_aid0001,LaiStdDev_500m,aid0001,2005-08-13,33835803.0,0.0,2.3,"(0.0,2.3000000000000003)",0.336,0.3642,0.1326,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005233_aid0001,LaiStdDev_500m,aid0001,2005-08-21,33717477.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3264,0.3702,0.137,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2005241_aid0001,LaiStdDev_500m,aid0001,2005-08-29,34290747.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3398,0.3873,0.15,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006153_aid0001,LaiStdDev_500m,aid0001,2006-06-02,32718169.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2939,0.3332,0.111,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006161_aid0001,LaiStdDev_500m,aid0001,2006-06-10,33085943.0,0.0,2.2,"(0.0,2.2)",0.306,0.3452,0.1192,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006169_aid0001,LaiStdDev_500m,aid0001,2006-06-18,32004520.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2941,0.3373,0.1138,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006177_aid0001,LaiStdDev_500m,aid0001,2006-06-26,33337653.0,0.0,2.2,"(0.0,2.2)",0.3243,0.3486,0.1215,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006185_aid0001,LaiStdDev_500m,aid0001,2006-07-04,32743286.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3123,0.3478,0.121,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006193_aid0001,LaiStdDev_500m,aid0001,2006-07-12,33634969.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3392,0.3583,0.1284,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006201_aid0001,LaiStdDev_500m,aid0001,2006-07-20,33123624.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3235,0.3489,0.1217,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006209_aid0001,LaiStdDev_500m,aid0001,2006-07-28,33776830.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3344,0.3608,0.1302,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006217_aid0001,LaiStdDev_500m,aid0001,2006-08-05,33558072.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3274,0.3598,0.1295,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006225_aid0001,LaiStdDev_500m,aid0001,2006-08-13,33923305.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3352,0.3726,0.1388,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006233_aid0001,LaiStdDev_500m,aid0001,2006-08-21,32436991.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2962,0.3576,0.1279,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2006241_aid0001,LaiStdDev_500m,aid0001,2006-08-29,32303839.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2902,0.3522,0.124,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007153_aid0001,LaiStdDev_500m,aid0001,2007-06-02,32283998.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2879,0.3281,0.1076,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007161_aid0001,LaiStdDev_500m,aid0001,2007-06-10,33375707.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3183,0.3451,0.1191,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007169_aid0001,LaiStdDev_500m,aid0001,2007-06-18,33130326.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3239,0.3558,0.1266,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007177_aid0001,LaiStdDev_500m,aid0001,2007-06-26,31918770.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3146,0.345,0.1191,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007185_aid0001,LaiStdDev_500m,aid0001,2007-07-04,32418459.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3193,0.3397,0.1154,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007193_aid0001,LaiStdDev_500m,aid0001,2007-07-12,32578014.0,0.0,2.1,"(0.0,2.1)",0.3124,0.3331,0.111,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007201_aid0001,LaiStdDev_500m,aid0001,2007-07-20,32967708.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3297,0.3493,0.122,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007209_aid0001,LaiStdDev_500m,aid0001,2007-07-28,33513977.0,0.0,2.2,"(0.0,2.2)",0.3403,0.3587,0.1287,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007217_aid0001,LaiStdDev_500m,aid0001,2007-08-05,33488104.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3299,0.3498,0.1224,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007225_aid0001,LaiStdDev_500m,aid0001,2007-08-13,33711286.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3285,0.3632,0.1319,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007233_aid0001,LaiStdDev_500m,aid0001,2007-08-21,34015178.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3236,0.3691,0.1362,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2007241_aid0001,LaiStdDev_500m,aid0001,2007-08-29,34232602.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3334,0.3895,0.1517,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008153_aid0001,LaiStdDev_500m,aid0001,2008-06-01,32122560.0,0.0,2.4,"(0.0,2.4000000000000004)",0.272,0.3156,0.0996,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008161_aid0001,LaiStdDev_500m,aid0001,2008-06-09,33167746.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3045,0.3444,0.1186,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008169_aid0001,LaiStdDev_500m,aid0001,2008-06-17,32917205.0,0.0,2.2,"(0.0,2.2)",0.3086,0.3399,0.1155,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008177_aid0001,LaiStdDev_500m,aid0001,2008-06-25,33216364.0,0.0,2.2,"(0.0,2.2)",0.3181,0.3485,0.1215,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008185_aid0001,LaiStdDev_500m,aid0001,2008-07-03,32525947.0,0.0,2.2,"(0.0,2.2)",0.3068,0.3365,0.1132,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008193_aid0001,LaiStdDev_500m,aid0001,2008-07-11,33465513.0,0.0,2.2,"(0.0,2.2)",0.3377,0.3547,0.1258,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008201_aid0001,LaiStdDev_500m,aid0001,2008-07-19,32900833.0,0.0,2.3,"(0.0,2.3000000000000003)",0.329,0.3491,0.1219,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008209_aid0001,LaiStdDev_500m,aid0001,2008-07-27,33023797.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3258,0.3423,0.1171,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008217_aid0001,LaiStdDev_500m,aid0001,2008-08-04,33188087.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3222,0.348,0.1211,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008225_aid0001,LaiStdDev_500m,aid0001,2008-08-12,33422000.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3317,0.3624,0.1313,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008233_aid0001,LaiStdDev_500m,aid0001,2008-08-20,33665230.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3249,0.3632,0.1319,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2008241_aid0001,LaiStdDev_500m,aid0001,2008-08-28,34312609.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3452,0.3887,0.1511,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009153_aid0001,LaiStdDev_500m,aid0001,2009-06-02,32865314.0,0.0,2.3,"(0.0,2.3000000000000003)",0.2883,0.3428,0.1175,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009161_aid0001,LaiStdDev_500m,aid0001,2009-06-10,31326358.0,0.0,2.4,"(0.0,2.4000000000000004)",0.2706,0.3137,0.0984,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009169_aid0001,LaiStdDev_500m,aid0001,2009-06-18,32455202.0,0.0,2.2,"(0.0,2.2)",0.3075,0.332,0.1102,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009177_aid0001,LaiStdDev_500m,aid0001,2009-06-26,32443355.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3109,0.3408,0.1162,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009185_aid0001,LaiStdDev_500m,aid0001,2009-07-04,32287948.0,0.0,2.4,"(0.0,2.4000000000000004)",0.3041,0.3347,0.112,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009193_aid0001,LaiStdDev_500m,aid0001,2009-07-12,32504172.0,0.0,2.2,"(0.0,2.2)",0.3253,0.3482,0.1213,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009201_aid0001,LaiStdDev_500m,aid0001,2009-07-20,32077825.0,0.0,2.2,"(0.0,2.2)",0.3092,0.3311,0.1096,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009209_aid0001,LaiStdDev_500m,aid0001,2009-07-28,32256455.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3194,0.3368,0.1134,0.3,0.6,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009217_aid0001,LaiStdDev_500m,aid0001,2009-08-05,33205329.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3328,0.3506,0.1229,0.4,0.8,0.2,0.0,0.1
MOD15A2H_006_LaiStdDev_500m_doy2009225_aid0001,LaiStdDev_500m,aid0001,2009-08-13,33189730.0,0.0,2.3,"(0.0,2.3000000000000003)",0.3268,0.3557,0.1265,0.3,0.6,0.2,0.0,0.1
